customerID,tenure,MonthlyCharges,TotalCharges,gender_Male,SeniorCitizen_Yes,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_Biannual,Contract_Monthly,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes
8824-RWFXJ,3,56.15,168.15,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
7722-CVFXN,54,105.2,5637.85,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0
8717-VCTXJ,42,19.55,839.4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
7363-QTBIW,9,79.75,769.1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
4159-NAAIX,63,97.45,6253.0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
0971-QIFJK,69,24.25,1641.8,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9397-TZSHA,69,24.6,1678.05,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3391-JSQEW,40,50.15,2058.5,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
0343-QLUZP,60,39.6,2424.5,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
9763-PDTKK,4,94.4,387.2,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
2176-LVPNX,71,89.85,6293.45,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
7627-JKIAZ,37,78.95,2839.65,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
3312-UUMZW,32,98.85,3145.9,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0
1271-UODNO,39,53.85,2200.7,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
8461-EFQYM,38,24.25,914.4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
6900-RBKER,52,89.45,4577.75,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0
6891-JPYFF,48,105.25,4997.5,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0
1459-QNFQT,70,59.5,4144.8,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
1047-NNCBF,20,70.55,1493.55,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3696-XRIEN,50,82.5,4179.1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0
4081-DYXAV,19,44.85,893.55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
0074-HDKDG,25,61.6,1611.0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
8791-GFXLZ,12,49.05,593.05,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
8111-SLLHI,39,105.65,4284.8,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1
0927-LCSMG,7,74.65,544.55,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
9330-DHBFL,23,66.25,1533.8,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0
0098-BOWSO,27,19.4,529.8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
3452-ABWRL,47,86.05,3865.6,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
5859-HZYLF,26,19.15,515.75,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
8257-RZAHR,14,64.7,941.0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
5293-WXJAK,11,104.05,1133.65,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1
3156-QLHBO,2,19.25,48.35,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2208-NQBCT,26,81.95,2070.05,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1779-PWPMG,72,114.65,8333.95,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0
6621-NRZAK,63,20.0,1209.25,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0831-JNISG,71,19.8,1396.25,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0774-IFUVM,11,65.15,723.35,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3082-WQRVY,14,19.65,228.65,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9553-DLCLU,13,88.95,1161.75,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0
1641-BYBTK,6,20.2,98.35,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
2460-NGXBJ,11,75.2,775.3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2446-ZKVAF,18,56.8,1074.65,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0841-NULXI,1,35.55,35.55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
3522-CDKHF,32,75.5,2324.7,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1430-SFQSA,29,35.6,1072.6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0411-EZJZE,3,60.25,170.5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
7851-WZEKY,2,95.15,196.9,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1
8844-TONUD,13,96.65,1162.85,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1
8807-ARQET,41,40.35,1677.85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
8992-CEUEN,1,18.85,18.85,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4320-QMLLA,7,54.85,370.4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
8777-PVYGU,52,64.3,3410.6,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
8292-ITGYJ,45,24.65,1138.8,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
6870-ZWMNX,70,76.1,5264.25,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
0621-CXBKL,53,18.7,1005.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5268-DSMNQ,62,97.95,5936.55,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0
5334-JLAXU,60,94.1,5475.9,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0
4086-YQSNZ,3,80.4,224.05,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
6242-MBHPK,23,95.1,2326.05,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0
5868-CZJDR,1,31.35,31.35,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
9359-UGBTK,67,72.35,4991.5,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0
0135-NMXAP,12,89.75,1052.4,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1
4782-OSFXZ,71,82.7,5831.2,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0
6479-OAUSD,25,19.9,510.8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7129-ACFOG,5,53.8,283.95,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
4189-NAKJS,26,51.55,1295.4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5562-BETPV,1,19.65,19.65,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1282-IHQAC,70,44.05,3011.65,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
9127-FHJBZ,72,114.0,8093.15,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0
6270-OMFIW,60,94.4,5610.25,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
1641-RQDAY,32,100.4,3217.65,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0
0107-WESLM,1,19.85,19.85,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
6994-ORCWG,14,54.25,773.2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1346-UFHAX,13,80.0,1029.35,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0
3992-YWPKO,6,109.9,669.45,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1
2933-XEUJM,46,79.2,3593.8,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0
0125-LZQXK,15,101.35,1553.95,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1
5461-QKNTN,43,94.3,3953.15,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0
4835-YSJMR,39,49.8,1971.15,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
8399-YNDCH,21,60.05,1236.15,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1
3164-YAXFY,57,53.75,3196.0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0
0887-WBJVH,53,93.45,4872.2,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0
4660-IRIBM,18,87.9,1500.5,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
5673-FSSMF,1,60.15,60.15,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
7670-ZBPOQ,58,61.05,3478.75,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
8089-UZWLX,71,104.05,7413.55,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
0080-OROZO,35,99.25,3532.0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0
3916-NRPAP,3,85.7,256.75,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
6807-SIWJI,38,104.85,3887.25,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0
8221-HVAYI,35,69.15,2490.15,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0
1579-KLYDT,7,90.45,593.45,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1
5232-NXPAY,47,74.45,3510.3,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
8967-SZQAS,14,50.45,765.45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
4468-KAZHE,20,60.0,1259.35,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
0455-ENTCR,66,85.25,5538.35,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0
8944-AILEF,15,19.45,340.85,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
5542-NKVRU,42,20.75,844.45,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
7126-RBHSD,17,78.9,1348.95,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5370-IIVVL,37,104.5,3778.0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0
6789-HJBWG,12,49.4,611.65,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
3927-NLNRY,53,94.25,4867.95,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
9087-EYCPR,60,25.0,1505.05,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6791-YBNAK,18,25.55,467.85,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6358-LYNGM,1,74.9,74.9,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
6077-BDPXA,3,70.15,194.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
0013-MHZWF,9,69.4,571.45,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
5494-HECPR,1,80.25,80.25,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
8268-YDIXR,56,93.15,5253.95,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0
9824-BEMCV,17,69.0,1149.65,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1373-ORVIZ,11,66.35,740.8,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1
4291-SHSBH,7,69.55,521.35,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
6980-IMXXE,69,20.2,1412.65,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9866-QEVEE,19,86.0,1532.45,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
9897-KXHCM,3,80.3,250.05,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1
0040-HALCW,54,20.4,1090.6,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0784-GTUUK,62,23.75,1446.8,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
7979-CORPM,24,90.55,2282.55,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1
2294-DMMUS,62,70.45,4300.45,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
0872-JCPIB,17,65.75,1111.2,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
3055-MJDSB,9,24.6,190.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
9091-WTUUY,64,69.25,4447.75,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0
1618-CFHME,2,75.9,143.35,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
3165-HDOEW,1,45.85,45.85,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
6581-NQCBA,16,49.95,810.2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1
7115-IRDHS,72,24.65,1830.05,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8496-DMZUK,30,90.4,2820.65,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2040-VZIKE,49,100.85,4847.35,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0
9068-VPWQQ,61,75.35,4729.3,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0
0178-SZBHO,47,87.2,4017.45,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0384-RVBPI,20,64.4,1398.6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1689-MRZQR,34,78.3,2564.3,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
1299-AURJA,70,24.7,1685.9,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4525-VZCZG,54,105.85,5826.65,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0
1543-LLLFT,61,98.3,6066.55,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0
5835-BEQEU,3,76.95,228.4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
2788-CJQAQ,13,19.45,270.2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5565-FILXA,16,96.15,1529.2,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1
0319-QZTCO,3,58.7,168.6,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
2120-SMPEX,25,20.15,536.35,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
0096-FCPUF,30,64.5,1888.45,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0
0668-OGMHD,21,28.5,629.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5552-ZNFSJ,1,45.3,45.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2223-KAGMX,15,19.4,289.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
6507-ZJSUR,23,90.45,2117.25,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
9408-HRXRK,45,105.15,4730.9,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0
5593-SUAOO,24,83.15,2033.05,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7321-PKUYW,11,90.15,987.95,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1
2833-SLKDQ,1,45.05,45.05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
6766-HFKLA,56,103.2,5744.35,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
7595-EUIVN,1,75.8,75.8,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
7617-EYGLW,1,19.45,19.45,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2026-TGDHM,7,79.3,523.15,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1
9220-ZNKJI,55,88.8,4805.3,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0
4030-VPZBD,2,30.9,59.05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
2226-ICFDO,72,85.9,6110.75,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0
0723-VSOBE,45,34.2,1596.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5529-GIBVH,47,20.15,1046.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4187-CINZD,46,95.25,4424.2,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
9992-UJOEL,2,50.3,92.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
4741-WWJQZ,2,80.15,194.55,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0
6625-UTXEW,12,51.25,612.1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
6818-WOBHJ,68,89.6,6127.6,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1
6244-BESBM,69,95.2,6671.7,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0
1004-NOZNR,56,94.8,5264.3,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
1251-STYSZ,4,80.25,303.7,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
2612-PHGOX,64,76.1,4818.8,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0
2408-TZMJL,59,110.15,6448.05,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1
8480-PPONV,62,115.55,7159.05,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
8780-IHCRN,63,24.65,1574.5,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4598-ZADCK,53,53.6,2879.2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0
1257-SXUXQ,5,19.45,86.05,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
9681-KYGYB,49,88.2,4159.45,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0
7182-OVLBJ,62,101.15,6638.35,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
5095-ETBRJ,55,56.8,3112.05,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
7005-CYUIL,71,99.4,7168.25,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0
4821-WQOYN,72,20.1,1326.25,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
4730-AWNAU,36,60.7,2234.55,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0
3452-FLHYD,25,20.95,495.15,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2388-LAESQ,72,114.85,8317.95,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0
9531-NSBMR,36,19.25,679.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6260-ONULR,1,62.8,62.8,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
4389-UEFCZ,72,105.5,7544.0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0
8711-LOBKY,59,19.85,1188.25,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
9134-CEQMF,7,89.5,676.7,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1
8985-OOPOS,1,74.1,74.1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
8800-ZKRFW,30,107.5,3242.5,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0
2616-FLVQC,64,19.55,1240.15,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
9968-FFVVH,63,68.8,4111.35,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
3108-PCCGG,72,84.45,5899.85,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0
7993-PYKOF,8,75.0,632.95,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
8390-FESFV,62,84.5,5193.2,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
3022-BEXHZ,67,111.2,7530.8,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0
5027-XWQHA,6,44.75,270.95,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6248-TKCQV,70,80.6,5460.2,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0
6729-GDNGC,20,80.7,1614.2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6198-ZFIOJ,5,75.6,402.5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5989-OMNJE,24,57.6,1367.75,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0
4566-QVRRW,11,44.05,483.7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1291-CUOCY,72,110.6,7962.2,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0
9795-SHUHB,66,58.2,3810.8,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0
3230-IUALN,45,81.0,3533.6,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0
0042-RLHYP,69,19.7,1396.9,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8519-IMDHU,15,85.6,1345.55,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
4945-RVMTE,28,59.55,1646.45,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
0201-OAMXR,70,115.55,8127.6,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1
1866-NXPSP,36,75.55,2680.15,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0
3372-KWFBM,16,86.6,1281.0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
7831-QGOXH,18,85.2,1553.9,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
6393-WRYZE,34,97.65,3207.55,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1
3941-XTSKM,42,45.1,2049.05,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
1661-CZBAU,48,70.95,3629.2,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
6599-RCLCJ,47,109.55,5124.55,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1
9831-BPFRI,39,89.55,3474.45,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1
5158-RIVOP,11,20.9,202.3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
9788-YTFGE,7,19.95,147.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
9277-JOOMO,3,24.6,86.35,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1907-YLNYW,8,66.7,579.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0
1725-MIMXW,1,19.45,19.45,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
8947-YRTDV,32,94.8,3131.55,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0
3161-ONRWK,60,65.85,3928.3,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
0114-RSRRW,10,19.95,187.75,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4565-NLZBV,71,24.65,1710.15,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
